latency_ms,cdf
3.04305,0.42632
3.04306,0.426354
3.04306,0.426389
3.04307,0.426423
3.04308,0.426458
3.04309,0.426492
3.0431,0.426527
3.0431,0.426561
3.04311,0.426596
3.04316,0.42663
3.04316,0.426665
3.04317,0.426699
3.04317,0.426734
3.04317,0.426768
3.04318,0.426803
3.04318,0.426837
3.04319,0.426872
3.0432,0.426906
3.04323,0.426941
3.04324,0.426975
3.04324,0.42701
3.04324,0.427044
3.04325,0.427079
3.04326,0.427113
3.04326,0.427148
3.04326,0.427182
3.04327,0.427217
3.04327,0.427251
3.04327,0.427286
3.04328,0.42732
3.04328,0.427355
3.04328,0.427389
3.04328,0.427424
3.04328,0.427458
3.04329,0.427492
3.0433,0.427527
3.04331,0.427561
3.04332,0.427596
3.04333,0.42763
3.04333,0.427665
3.04334,0.427699
3.04334,0.427734
3.04334,0.427768
3.04336,0.427803
3.04336,0.427837
3.04336,0.427872
3.04338,0.427906
3.04338,0.427941
3.04338,0.427975
3.04338,0.42801
3.04338,0.428044
3.0434,0.428079
3.0434,0.428113
3.04341,0.428148
3.04341,0.428182
3.04342,0.428217
3.04343,0.428251
3.04344,0.428286
3.04345,0.42832
3.04347,0.428355
3.04348,0.428389
3.04349,0.428424
3.04349,0.428458
3.0435,0.428493
3.04351,0.428527
3.04352,0.428562
3.04353,0.428596
3.04354,0.428631
3.04355,0.428665
3.04355,0.4287
3.04355,0.428734
3.04355,0.428768
3.04356,0.428803
3.04356,0.428837
3.04356,0.428872
3.04356,0.428906
3.04357,0.428941
3.04357,0.428975
3.04357,0.42901
3.04357,0.429044
3.04358,0.429079
3.04358,0.429113
3.04359,0.429148
3.04359,0.429182
3.04359,0.429217
3.04361,0.429251
3.04362,0.429286
3.04363,0.42932
3.04363,0.429355
3.04364,0.429389
3.04364,0.429424
3.04368,0.429458
3.04368,0.429493
3.04368,0.429527
3.04369,0.429562
3.0437,0.429596
3.04371,0.429631
3.04371,0.429665
3.04373,0.4297
3.04374,0.429734
3.04374,0.429769
3.04376,0.429803
3.04377,0.429838
3.0438,0.429872
3.04383,0.429907
3.04383,0.429941
3.04384,0.429976
3.04384,0.43001
3.04387,0.430044
3.0439,0.430079
3.04392,0.430113
3.04393,0.430148
3.04394,0.430182
3.04394,0.430217
3.04394,0.430251
3.04394,0.430286
3.04395,0.43032
3.04396,0.430355
3.04396,0.430389
3.04396,0.430424
3.04398,0.430458
3.04398,0.430493
3.044,0.430527
3.04402,0.430562
3.04402,0.430596
3.04403,0.430631
3.04403,0.430665
3.04403,0.4307
3.04404,0.430734
3.04404,0.430769
3.04404,0.430803
3.04405,0.430838
3.04405,0.430872
3.04406,0.430907
3.04407,0.430941
3.04407,0.430976
3.04408,0.43101
3.04408,0.431045
3.0441,0.431079
3.0441,0.431114
3.04412,0.431148
3.04413,0.431183
3.04413,0.431217
3.04416,0.431252
3.04417,0.431286
3.04418,0.43132
3.04418,0.431355
3.04418,0.431389
3.04419,0.431424
3.0442,0.431458
3.04421,0.431493
3.04421,0.431527
3.04422,0.431562
3.04423,0.431596
3.04423,0.431631
3.04423,0.431665
3.04425,0.4317
3.04427,0.431734
3.04427,0.431769
3.04427,0.431803
3.04428,0.431838
3.04428,0.431872
3.04429,0.431907
3.04431,0.431941
3.04431,0.431976
3.04431,0.43201
3.04431,0.432045
3.04431,0.432079
3.04431,0.432114
3.04431,0.432148
3.04432,0.432183
3.04432,0.432217
3.04432,0.432252
3.04434,0.432286
3.04434,0.432321
3.04434,0.432355
3.04435,0.43239
3.04435,0.432424
3.04436,0.432459
3.04437,0.432493
3.04437,0.432528
3.04438,0.432562
3.04438,0.432596
3.0444,0.432631
3.0444,0.432665
3.0444,0.4327
3.0444,0.432734
3.04441,0.432769
3.04442,0.432803
3.04442,0.432838
3.04443,0.432872
3.04443,0.432907
3.04444,0.432941
3.04444,0.432976
3.04444,0.43301
3.04445,0.433045
3.04445,0.433079
3.04446,0.433114
3.04447,0.433148
3.04448,0.433183
3.04448,0.433217
3.04448,0.433252
3.04449,0.433286
3.0445,0.433321
3.04452,0.433355
3.04452,0.43339
3.04453,0.433424
3.04453,0.433459
3.04453,0.433493
3.04454,0.433528
3.04454,0.433562
3.04454,0.433597
3.04454,0.433631
3.04455,0.433666
3.04455,0.4337
3.04456,0.433735
3.04456,0.433769
3.04456,0.433803
3.04456,0.433838
3.04456,0.433872
3.04457,0.433907
3.04457,0.433941
3.04458,0.433976
3.04458,0.43401
3.04459,0.434045
3.04459,0.434079
3.0446,0.434114
3.04461,0.434148
3.04463,0.434183
3.04463,0.434217
3.04463,0.434252
3.04463,0.434286
3.04463,0.434321
3.04464,0.434355
3.04464,0.43439
3.04465,0.434424
3.04467,0.434459
3.04467,0.434493
