latency_ms,cdf
28.2669,3.44994e-05
28.2669,6.89988e-05
28.2669,0.000103498
28.2669,0.000137998
28.2669,0.000172497
28.2669,0.000206996
28.2669,0.000241496
28.2669,0.000275995
28.267,0.000310495
28.267,0.000344994
28.267,0.000379494
28.267,0.000413993
28.267,0.000448492
28.267,0.000482992
28.267,0.000517491
28.267,0.000551991
28.267,0.00058649
28.267,0.000620989
28.267,0.000655489
28.267,0.000689988
28.267,0.000724488
28.267,0.000758987
28.267,0.000793487
28.267,0.000827986
28.267,0.000862485
28.2671,0.000896985
28.2671,0.000931484
28.2671,0.000965984
28.2671,0.00100048
28.2671,0.00103498
28.2671,0.00106948
28.2671,0.00110398
28.2671,0.00113848
28.2671,0.00117298
28.2671,0.00120748
28.2671,0.00124198
28.2671,0.00127648
28.2671,0.00131098
28.2671,0.00134548
28.2671,0.00137998
28.2672,0.00141448
28.2672,0.00144898
28.2672,0.00148347
28.2672,0.00151797
28.2672,0.00155247
28.2672,0.00158697
28.2672,0.00162147
28.2672,0.00165597
28.2672,0.00169047
28.2672,0.00172497
28.2672,0.00175947
28.2672,0.00179397
28.2672,0.00182847
28.2672,0.00186297
28.2673,0.00189747
28.2673,0.00193197
28.2673,0.00196647
28.2673,0.00200097
28.2673,0.00203547
28.2673,0.00206996
28.2673,0.00210446
28.2673,0.00213896
28.2673,0.00217346
28.2673,0.00220796
28.2674,0.00224246
28.2674,0.00227696
28.2674,0.00231146
28.2674,0.00234596
28.2674,0.00238046
28.2674,0.00241496
28.2674,0.00244946
28.2674,0.00248396
28.2674,0.00251846
28.2674,0.00255296
28.2674,0.00258746
28.2674,0.00262196
28.2674,0.00265645
28.2674,0.00269095
28.2674,0.00272545
28.2674,0.00275995
28.2674,0.00279445
28.2674,0.00282895
28.2674,0.00286345
28.2674,0.00289795
28.2674,0.00293245
28.2674,0.00296695
28.2675,0.00300145
28.2675,0.00303595
28.2675,0.00307045
28.2675,0.00310495
28.2675,0.00313945
28.2675,0.00317395
28.2675,0.00320845
28.2675,0.00324294
28.2675,0.00327744
28.2675,0.00331194
28.2675,0.00334644
28.2675,0.00338094
28.2675,0.00341544
28.2675,0.00344994
28.2675,0.00348444
28.2675,0.00351894
28.2675,0.00355344
28.2675,0.00358794
28.2675,0.00362244
28.2675,0.00365694
28.2675,0.00369144
28.2675,0.00372594
28.2675,0.00376044
28.2676,0.00379494
28.2676,0.00382943
28.2676,0.00386393
28.2676,0.00389843
28.2676,0.00393293
28.2676,0.00396743
28.2676,0.00400193
28.2676,0.00403643
28.2676,0.00407093
28.2676,0.00410543
28.2676,0.00413993
28.2676,0.00417443
28.2676,0.00420893
28.2676,0.00424343
28.2677,0.00427793
28.2677,0.00431243
28.2677,0.00434693
28.2677,0.00438143
28.2677,0.00441592
28.2677,0.00445042
28.2677,0.00448492
28.2677,0.00451942
28.2677,0.00455392
28.2677,0.00458842
28.2677,0.00462292
28.2677,0.00465742
28.2677,0.00469192
28.2677,0.00472642
28.2677,0.00476092
28.2677,0.00479542
28.2678,0.00482992
28.2678,0.00486442
28.2678,0.00489892
28.2678,0.00493342
28.2678,0.00496792
28.2678,0.00500241
28.2678,0.00503691
28.2678,0.00507141
28.2678,0.00510591
28.2678,0.00514041
28.2679,0.00517491
28.2679,0.00520941
28.2679,0.00524391
28.2679,0.00527841
28.2679,0.00531291
28.2679,0.00534741
28.2679,0.00538191
28.2679,0.00541641
28.2679,0.00545091
28.2679,0.00548541
28.2679,0.00551991
28.2679,0.00555441
28.2679,0.0055889
28.2679,0.0056234
28.2679,0.0056579
28.2679,0.0056924
28.2679,0.0057269
28.268,0.0057614
28.268,0.0057959
28.268,0.0058304
28.268,0.0058649
28.268,0.0058994
28.268,0.0059339
28.268,0.0059684
28.268,0.0060029
28.268,0.0060374
28.268,0.0060719
28.268,0.0061064
28.268,0.0061409
28.268,0.0061754
28.268,0.00620989
28.268,0.00624439
28.268,0.00627889
28.268,0.00631339
28.268,0.00634789
28.268,0.00638239
28.2681,0.00641689
28.2681,0.00645139
28.2681,0.00648589
28.2681,0.00652039
28.2681,0.00655489
28.2681,0.00658939
28.2681,0.00662389
28.2681,0.00665839
28.2681,0.00669289
28.2681,0.00672739
28.2681,0.00676189
28.2681,0.00679638
28.2682,0.00683088
28.2682,0.00686538
28.2682,0.00689988
28.2682,0.00693438
28.2682,0.00696888
28.2682,0.00700338
28.2682,0.00703788
28.2682,0.00707238
28.2682,0.00710688
28.2682,0.00714138
28.2682,0.00717588
28.2682,0.00721038
28.2682,0.00724488
28.2683,0.00727938
28.2683,0.00731388
28.2683,0.00734838
28.2683,0.00738287
28.2683,0.00741737
28.2683,0.00745187
28.2683,0.00748637
28.2683,0.00752087
28.2683,0.00755537
28.2683,0.00758987
28.2683,0.00762437
28.2683,0.00765887
28.2683,0.00769337
28.2683,0.00772787
28.2683,0.00776237
28.2684,0.00779687
28.2684,0.00783137
28.2684,0.00786587
28.2684,0.00790037
28.2684,0.00793487
28.2684,0.00796936
28.2684,0.00800386
28.2684,0.00803836
28.2684,0.00807286
28.2685,0.00810736
28.2685,0.00814186
28.2685,0.00817636
28.2685,0.00821086
28.2685,0.00824536
28.2685,0.00827986
28.2685,0.00831436
28.2685,0.00834886
28.2685,0.00838336
28.2685,0.00841786
28.2685,0.00845236
28.2685,0.00848686
28.2685,0.00852136
28.2685,0.00855585
28.2685,0.00859035
28.2685,0.00862485
28.2686,0.00865935
28.2686,0.00869385
28.2686,0.00872835
28.2686,0.00876285
28.2686,0.00879735
28.2686,0.00883185
28.2686,0.00886635
28.2686,0.00890085
28.2686,0.00893535
28.2686,0.00896985
28.2687,0.00900435
28.2687,0.00903885
28.2687,0.00907335
28.2687,0.00910785
28.2687,0.00914234
28.2687,0.00917684
28.2687,0.00921134
28.2687,0.00924584
28.2687,0.00928034
28.2687,0.00931484
28.2687,0.00934934
28.2687,0.00938384
28.2687,0.00941834
28.2687,0.00945284
28.2688,0.00948734
28.2688,0.00952184
28.2688,0.00955634
28.2688,0.00959084
28.2688,0.00962534
28.2688,0.00965984
28.2688,0.00969434
28.2688,0.00972883
28.2688,0.00976333
28.2688,0.00979783
28.2688,0.00983233
28.2688,0.00986683
28.2689,0.00990133
28.2689,0.00993583
28.2689,0.00997033
28.2689,0.0100048
28.2689,0.0100393
28.2689,0.0100738
28.2689,0.0101083
28.2689,0.0101428
28.2689,0.0101773
28.2689,0.0102118
28.2689,0.0102463
28.2689,0.0102808
28.269,0.0103153
28.269,0.0103498
28.269,0.0103843
28.269,0.0104188
28.269,0.0104533
28.269,0.0104878
28.269,0.0105223
28.269,0.0105568
28.269,0.0105913
28.269,0.0106258
28.269,0.0106603
28.269,0.0106948
28.2691,0.0107293
28.2691,0.0107638
28.2691,0.0107983
28.2691,0.0108328
28.2691,0.0108673
28.2691,0.0109018
28.2691,0.0109363
28.2691,0.0109708
28.2691,0.0110053
28.2691,0.0110398
28.2691,0.0110743
28.2691,0.0111088
28.2691,0.0111433
28.2691,0.0111778
28.2692,0.0112123
28.2692,0.0112468
28.2692,0.0112813
28.2692,0.0113158
28.2692,0.0113503
28.2692,0.0113848
28.2692,0.0114193
28.2692,0.0114538
28.2692,0.0114883
28.2692,0.0115228
28.2692,0.0115573
28.2692,0.0115918
28.2692,0.0116263
28.2692,0.0116608
28.2692,0.0116953
28.2693,0.0117298
28.2693,0.0117643
28.2693,0.0117988
28.2693,0.0118333
28.2693,0.0118678
28.2693,0.0119023
28.2693,0.0119368
28.2693,0.0119713
28.2693,0.0120058
28.2694,0.0120403
28.2694,0.0120748
28.2694,0.0121093
28.2694,0.0121438
28.2694,0.0121783
28.2694,0.0122128
28.2694,0.0122473
28.2694,0.0122818
28.2694,0.0123163
28.2694,0.0123508
28.2694,0.0123853
28.2695,0.0124198
28.2695,0.0124543
28.2695,0.0124888
28.2695,0.0125233
28.2695,0.0125578
28.2695,0.0125923
28.2695,0.0126268
28.2695,0.0126613
28.2695,0.0126958
28.2695,0.0127303
28.2695,0.0127648
28.2695,0.0127993
28.2695,0.0128338
28.2695,0.0128683
28.2695,0.0129028
28.2695,0.0129373
28.2696,0.0129718
28.2696,0.0130063
28.2696,0.0130408
28.2696,0.0130753
28.2696,0.0131098
28.2696,0.0131443
28.2696,0.0131788
28.2696,0.0132133
28.2696,0.0132478
28.2696,0.0132823
28.2696,0.0133168
28.2696,0.0133513
28.2697,0.0133858
28.2697,0.0134203
28.2697,0.0134548
28.2697,0.0134893
28.2697,0.0135238
28.2697,0.0135583
28.2697,0.0135928
28.2697,0.0136273
28.2697,0.0136618
28.2697,0.0136963
28.2697,0.0137308
28.2697,0.0137653
28.2697,0.0137998
28.2697,0.0138343
28.2697,0.0138688
28.2697,0.0139033
28.2697,0.0139378
28.2698,0.0139723
28.2698,0.0140068
28.2698,0.0140413
28.2698,0.0140758
28.2698,0.0141103
28.2698,0.0141448
28.2698,0.0141793
28.2698,0.0142138
28.2698,0.0142483
28.2699,0.0142828
28.2699,0.0143173
28.2699,0.0143518
28.2699,0.0143863
28.2699,0.0144208
28.2699,0.0144553
28.2699,0.0144898
28.2699,0.0145243
28.2699,0.0145588
28.2699,0.0145933
28.2699,0.0146278
28.2699,0.0146623
28.2699,0.0146968
28.2699,0.0147312
28.2699,0.0147657
28.2699,0.0148002
28.2699,0.0148347
28.2699,0.0148692
28.27,0.0149037
28.27,0.0149382
28.27,0.0149727
28.27,0.0150072
28.27,0.0150417
28.27,0.0150762
28.27,0.0151107
28.27,0.0151452
28.27,0.0151797
28.27,0.0152142
28.27,0.0152487
28.27,0.0152832
28.2701,0.0153177
28.2701,0.0153522
28.2701,0.0153867
28.2701,0.0154212
28.2701,0.0154557
28.2701,0.0154902
28.2701,0.0155247
28.2701,0.0155592
28.2701,0.0155937
28.2701,0.0156282
28.2701,0.0156627
28.2701,0.0156972
28.2701,0.0157317
28.2701,0.0157662
28.2701,0.0158007
28.2701,0.0158352
28.2702,0.0158697
28.2702,0.0159042
28.2702,0.0159387
28.2702,0.0159732
28.2702,0.0160077
28.2702,0.0160422
28.2702,0.0160767
28.2702,0.0161112
28.2702,0.0161457
28.2702,0.0161802
28.2703,0.0162147
28.2703,0.0162492
28.2703,0.0162837
28.2703,0.0163182
28.2703,0.0163527
28.2703,0.0163872
28.2703,0.0164217
28.2703,0.0164562
28.2703,0.0164907
28.2703,0.0165252
28.2704,0.0165597
28.2704,0.0165942
28.2704,0.0166287
28.2704,0.0166632
28.2704,0.0166977
28.2704,0.0167322
28.2704,0.0167667
28.2704,0.0168012
28.2704,0.0168357
28.2704,0.0168702
28.2704,0.0169047
28.2704,0.0169392
28.2704,0.0169737
28.2704,0.0170082
28.2704,0.0170427
28.2704,0.0170772
28.2704,0.0171117
28.2704,0.0171462
28.2704,0.0171807
28.2704,0.0172152
28.2704,0.0172497
28.2704,0.0172842
28.2705,0.0173187
28.2705,0.0173532
28.2705,0.0173877
28.2705,0.0174222
28.2705,0.0174567
28.2705,0.0174912
28.2705,0.0175257
28.2705,0.0175602
28.2705,0.0175947
28.2705,0.0176292
28.2705,0.0176637
28.2705,0.0176982
28.2705,0.0177327
28.2705,0.0177672
28.2706,0.0178017
28.2706,0.0178362
28.2706,0.0178707
28.2706,0.0179052
28.2706,0.0179397
28.2706,0.0179742
28.2706,0.0180087
28.2706,0.0180432
28.2706,0.0180777
28.2706,0.0181122
28.2706,0.0181467
28.2706,0.0181812
28.2706,0.0182157
28.2707,0.0182502
28.2707,0.0182847
28.2707,0.0183192
28.2707,0.0183537
28.2707,0.0183882
28.2707,0.0184227
28.2707,0.0184572
28.2707,0.0184917
28.2707,0.0185262
28.2707,0.0185607
28.2707,0.0185952
28.2708,0.0186297
28.2708,0.0186642
28.2708,0.0186987
28.2708,0.0187332
28.2708,0.0187677
28.2708,0.0188022
28.2708,0.0188367
28.2708,0.0188712
28.2708,0.0189057
28.2708,0.0189402
28.2708,0.0189747
28.2708,0.0190092
28.2708,0.0190437
28.2708,0.0190782
28.2709,0.0191127
28.2709,0.0191472
28.2709,0.0191817
28.2709,0.0192162
28.2709,0.0192507
28.2709,0.0192852
28.2709,0.0193197
28.2709,0.0193542
28.2709,0.0193887
